rowid,orderid,orderdate,shipdate,shipmode,customerid,customername,segment_x,country,city,state,postalcode,region,productid,category,sub-category,productname,sales,quantity,discount,profit,rscore,fscore,mscore,segment_y
876,CA-2015-117675,2015-02-05,2015-02-16,Same Day,CG-64419,David Brown,Corporate,United States,Philadelphia,Maryland,77171,East,PRD-7386,Office Supplies,Pens,Pens Item,1439.72,5,0.37,-49.38,2,3,2,At Risk
877,CA-2014-193853,2016-07-26,2016-08-06,Standard Class,CG-23829,Kate Taylor,Consumer,United States,Atlanta,Florida,99417,South,PRD-8807,Technology,Accessories,Accessories Item,451.2,3,0.02,165.11,4,1,1,Regular
878,CA-2017-104847,2014-08-08,2014-08-19,First Class,CG-93705,John Smith,Consumer,United States,Denver,Oregon,44449,West,PRD-3230,Office Supplies,Pens,Pens Item,1842.81,9,0.12,172.1,1,5,2,At Risk
879,CA-2016-126422,2014-10-05,2014-10-07,Standard Class,CG-85571,David Brown,Consumer,United States,Chicago,Michigan,42088,Central,PRD-1005,Technology,Machines,Machines Item,4105.36,2,0.45,222.85,1,5,5,At Risk
880,CA-2014-126144,2015-09-16,2015-09-26,First Class,CG-56918,Amy Martinez,Consumer,United States,Chicago,Indiana,48097,Central,PRD-6105,Furniture,Bookcases,Bookcases Item,2727.51,8,0.0,-475.75,2,3,3,At Risk
881,CA-2014-141365,2014-01-14,2014-01-24,Standard Class,CG-98407,Jane Doe,Home Office,United States,Phoenix,California,62334,West,PRD-7723,Furniture,Chairs,Executive Chair,1872.6,10,0.26,-359.77,1,5,2,At Risk
882,CA-2016-167552,2016-03-21,2016-03-26,Second Class,CG-70125,Mike Johnson,Consumer,United States,Kansas City,Indiana,70591,Central,PRD-3625,Furniture,Tables,Training Table,4510.09,4,0.22,-638.37,3,4,5,Loyal
883,CA-2017-171176,2015-11-12,2015-11-26,Same Day,CG-97194,Tom Anderson,Consumer,United States,Kansas City,Iowa,71405,Central,PRD-3612,Furniture,Furnishings,Furnishings Item,3633.73,5,0.1,857.77,3,5,4,Loyal
884,CA-2017-133202,2017-06-24,2017-06-26,First Class,CG-65977,Jane Doe,Home Office,United States,Los Angeles,Arizona,33628,West,PRD-7406,Technology,Accessories,Accessories Item,2708.43,1,0.15,53.48,5,4,3,Loyal
885,CA-2014-198735,2016-02-18,2016-02-19,First Class,CG-23644,David Brown,Home Office,United States,Kansas City,Kansas,36145,Central,PRD-6741,Technology,Computers,Dell Laptop,1610.35,7,0.24,-218.3,3,1,2,Regular
886,CA-2015-137501,2015-11-06,2015-11-08,Second Class,CG-31864,David Brown,Home Office,United States,Los Angeles,Colorado,51587,West,PRD-3300,Furniture,Tables,Training Table,3200.18,6,0.33,498.1,3,2,4,Regular
887,CA-2016-106265,2016-06-20,2016-06-24,Second Class,CG-33644,Mike Johnson,Home Office,United States,Dallas,Kentucky,37870,South,PRD-3487,Office Supplies,Binders,Sheet Protectors,2040.94,3,0.28,655.26,3,2,3,Regular
888,CA-2016-135811,2015-11-17,2015-11-28,Standard Class,CG-82085,Kate Taylor,Home Office,United States,Seattle,Arizona,69582,West,PRD-3333,Furniture,Furnishings,Furnishings Item,2905.26,8,0.45,-392.47,3,4,3,Loyal
889,CA-2014-148237,2016-05-31,2016-06-08,First Class,CG-62632,David Brown,Home Office,United States,Detroit,Michigan,71599,Central,PRD-6365,Technology,Machines,Machines Item,1866.83,8,0.07,10.51,3,3,2,Loyal
890,CA-2017-152431,2017-08-26,2017-09-08,Standard Class,CG-76151,David Brown,Home Office,United States,Philadelphia,Delaware,84475,East,PRD-6098,Furniture,Chairs,Ergonomic Chair,4917.73,6,0.02,-804.14,5,4,5,Champion
891,CA-2017-150678,2017-05-02,2017-05-05,Second Class,CG-54238,David Brown,Home Office,United States,Kansas City,Michigan,18178,Central,PRD-8718,Technology,Phones,Google Pixel,3838.89,9,0.12,-573.3,5,3,4,Loyal
892,CA-2016-124486,2014-10-06,2014-10-08,First Class,CG-96184,John Smith,Consumer,United States,Dallas,Georgia,37973,South,PRD-5895,Furniture,Furnishings,Furnishings Item,746.69,5,0.19,78.42,1,5,1,At Risk
893,CA-2017-190710,2015-09-08,2015-09-22,Same Day,CG-30732,Jane Doe,Corporate,United States,Chicago,Indiana,99610,Central,PRD-3517,Furniture,Furnishings,Furnishings Item,3366.56,5,0.36,152.01,2,2,4,At Risk
894,CA-2017-148148,2015-10-19,2015-11-02,Same Day,CG-79979,Kate Taylor,Corporate,United States,Seattle,Colorado,93320,West,PRD-5458,Furniture,Bookcases,Bookcases Item,4448.25,7,0.03,-618.31,3,4,5,Loyal
895,CA-2016-110828,2017-05-20,2017-06-02,First Class,CG-88632,Mike Johnson,Consumer,United States,New York,Connecticut,19077,East,PRD-5185,Furniture,Furnishings,Furnishings Item,3381.8,7,0.33,-567.03,5,5,4,Champion
896,CA-2017-110345,2017-11-24,2017-11-30,First Class,CG-68066,Kate Taylor,Consumer,United States,Atlanta,Georgia,49103,South,PRD-7978,Furniture,Furnishings,Furnishings Item,2045.05,4,0.23,465.4,5,4,3,Loyal
897,CA-2017-178964,2015-02-16,2015-02-18,Second Class,CG-56179,Mike Johnson,Consumer,United States,Phoenix,Nevada,38063,West,PRD-8983,Technology,Computers,Apple MacBook,4807.32,5,0.35,-3.44,2,3,5,At Risk
898,CA-2015-171496,2016-09-08,2016-09-09,First Class,CG-51307,Amy Martinez,Consumer,United States,Atlanta,Arkansas,22116,South,PRD-2688,Office Supplies,Paper,Specialty Paper,441.36,6,0.3,168.28,4,3,1,Loyal
899,CA-2016-142101,2015-10-06,2015-10-14,First Class,CG-82100,Lisa Davis,Corporate,United States,Seattle,Colorado,31565,West,PRD-4953,Furniture,Bookcases,Bookcases Item,1273.47,4,0.02,366.5,3,4,2,Loyal
900,CA-2014-110494,2014-12-30,2014-12-31,Same Day,CG-52553,Mike Johnson,Corporate,United States,Baltimore,Maine,73127,East,PRD-8085,Technology,Accessories,Accessories Item,696.83,4,0.18,-19.07,2,3,1,At Risk
901,CA-2016-186628,2016-03-26,2016-03-29,Second Class,CG-58722,David Brown,Corporate,United States,San Francisco,Oregon,67250,West,PRD-2723,Office Supplies,Binders,Sheet Protectors,4624.35,8,0.28,1766.42,3,3,5,Loyal
902,CA-2016-140173,2015-10-16,2015-10-26,Standard Class,CG-64046,Sarah Williams,Home Office,United States,Dallas,Kentucky,11301,South,PRD-5123,Office Supplies,Pens,Pens Item,3230.87,3,0.35,1202.96,3,3,4,Loyal
903,CA-2017-178986,2015-08-20,2015-08-27,First Class,CG-93000,Amy Martinez,Corporate,United States,Hartford,Connecticut,90807,East,PRD-7875,Technology,Machines,Machines Item,2259.34,3,0.4,215.13,2,5,3,At Risk
904,CA-2017-121842,2017-11-24,2017-12-08,Second Class,CG-66438,Mike Johnson,Consumer,United States,Philadelphia,Maine,11859,East,PRD-6843,Technology,Machines,Machines Item,2700.67,1,0.14,-216.87,5,4,3,Loyal
905,CA-2017-146077,2017-07-20,2017-08-01,Second Class,CG-52395,Tom Anderson,Corporate,United States,New York,Maryland,75463,East,PRD-8955,Furniture,Chairs,Executive Chair,3404.88,2,0.09,137.46,5,3,4,Loyal
906,CA-2017-105551,2016-10-02,2016-10-09,Same Day,CG-89745,John Smith,Home Office,United States,Dallas,Alabama,44446,South,PRD-4627,Furniture,Furnishings,Furnishings Item,4449.81,1,0.01,-585.05,4,5,5,Champion
907,CA-2016-180589,2017-03-25,2017-04-02,First Class,CG-41551,Lisa Davis,Home Office,United States,Detroit,Kansas,93138,Central,PRD-5354,Technology,Accessories,Accessories Item,1723.83,10,0.5,-141.47,5,2,2,Regular
908,CA-2017-135986,2015-05-12,2015-05-13,First Class,CG-83812,Jane Doe,Corporate,United States,Los Angeles,Oregon,14782,West,PRD-7157,Furniture,Furnishings,Furnishings Item,4592.31,2,0.5,-870.44,2,5,5,At Risk
909,CA-2014-109835,2015-10-30,2015-11-06,Second Class,CG-81516,Mike Johnson,Consumer,United States,Baltimore,Delaware,81576,East,PRD-1689,Technology,Accessories,Accessories Item,4913.74,3,0.29,300.02,3,4,5,Loyal
910,CA-2017-147619,2016-02-10,2016-02-21,First Class,CG-38039,Kate Taylor,Home Office,United States,Baltimore,Massachusetts,38329,East,PRD-2615,Technology,Phones,Google Pixel,733.8,2,0.08,6.87,3,2,1,Regular
911,CA-2015-104081,2015-07-29,2015-08-05,Same Day,CG-59160,Mike Johnson,Corporate,United States,Miami,Arkansas,99080,South,PRD-4909,Technology,Phones,iPhone,1714.83,8,0.38,541.27,2,3,2,At Risk
912,CA-2015-179635,2016-03-15,2016-03-18,Same Day,CG-82120,Amy Martinez,Consumer,United States,Indianapolis,Iowa,12122,Central,PRD-7911,Office Supplies,Labels,Labels Item,3167.16,3,0.35,651.86,3,4,4,Loyal
913,CA-2017-104561,2016-01-18,2016-01-24,Same Day,CG-43303,Chris Wilson,Home Office,United States,Nashville,Florida,26350,South,PRD-8212,Office Supplies,Binders,Presentation Binder,3726.52,3,0.31,253.75,3,2,4,Regular
914,CA-2015-108812,2014-08-22,2014-08-26,First Class,CG-57187,Chris Wilson,Consumer,United States,Denver,Nevada,63790,West,PRD-9564,Office Supplies,Labels,Labels Item,4256.98,2,0.31,945.24,1,3,5,At Risk
915,CA-2015-184562,2017-02-28,2017-03-03,First Class,CG-69297,Sarah Williams,Consumer,United States,Nashville,Florida,65816,South,PRD-8074,Furniture,Furnishings,Furnishings Item,2872.73,5,0.38,453.02,4,4,3,Loyal
916,CA-2016-147467,2015-02-14,2015-02-19,Same Day,CG-68654,Amy Martinez,Consumer,United States,Miami,Alabama,70138,South,PRD-3961,Technology,Phones,iPhone,4886.39,6,0.29,477.42,2,4,5,At Risk
917,CA-2017-174349,2017-04-27,2017-05-02,Standard Class,CG-62047,Mike Johnson,Home Office,United States,San Francisco,Colorado,82450,West,PRD-2618,Furniture,Bookcases,Bookcases Item,3963.47,6,0.19,-306.23,5,3,4,Loyal
918,CA-2014-179310,2017-01-22,2017-01-30,Second Class,CG-10025,Sarah Williams,Consumer,United States,Baltimore,Massachusetts,60012,East,PRD-1464,Office Supplies,Storage,Storage Item,4125.18,10,0.39,564.14,4,1,5,Regular
919,CA-2015-189006,2015-01-04,2015-01-07,Standard Class,CG-14543,Kate Taylor,Home Office,United States,Houston,Georgia,91313,South,PRD-5153,Technology,Accessories,Accessories Item,1987.79,4,0.15,0.51,2,1,2,At Risk
920,CA-2017-148623,2017-10-28,2017-10-29,First Class,CG-47287,Lisa Davis,Consumer,United States,Chicago,Illinois,21749,Central,PRD-6773,Office Supplies,Pens,Pens Item,4118.98,8,0.28,1647.0,5,3,5,Loyal
921,CA-2016-158188,2017-01-31,2017-02-10,Second Class,CG-88087,John Smith,Corporate,United States,Kansas City,Michigan,23588,Central,PRD-8307,Furniture,Bookcases,Bookcases Item,4404.81,7,0.3,1243.0,4,5,5,Champion
922,CA-2014-175225,2014-02-25,2014-03-07,Second Class,CG-12136,David Brown,Consumer,United States,Phoenix,Oregon,23068,West,PRD-8507,Furniture,Bookcases,Bookcases Item,4952.61,7,0.3,1318.4,1,1,5,At Risk
923,CA-2015-169397,2016-08-03,2016-08-13,First Class,CG-77844,Jane Doe,Consumer,United States,Phoenix,Oregon,14277,West,PRD-3631,Technology,Machines,Machines Item,2724.54,2,0.36,447.31,4,4,3,Loyal
924,CA-2016-152171,2017-12-21,2017-12-25,Standard Class,CG-27705,John Smith,Consumer,United States,Miami,Georgia,39213,South,PRD-7575,Furniture,Bookcases,Bookcases Item,2602.65,9,0.34,-276.01,5,1,3,Regular
925,CA-2016-185139,2015-03-06,2015-03-17,Standard Class,CG-49562,Mike Johnson,Consumer,United States,Denver,Oregon,25007,West,PRD-2456,Office Supplies,Paper,Cardstock,2881.57,10,0.49,823.9,2,3,3,At Risk
926,CA-2016-132717,2016-06-16,2016-06-21,Standard Class,CG-10860,Amy Martinez,Corporate,United States,Boston,Maryland,55955,East,PRD-9818,Office Supplies,Pens,Pens Item,1281.04,5,0.23,465.33,3,1,2,Regular
927,CA-2014-103396,2015-08-20,2015-08-28,Standard Class,CG-49365,Chris Wilson,Home Office,United States,Denver,Nevada,10996,West,PRD-6010,Technology,Computers,HP Desktop,2756.74,4,0.44,973.63,2,3,3,At Risk
928,CA-2015-165410,2017-11-19,2017-11-26,Same Day,CG-39083,Amy Martinez,Consumer,United States,Nashville,Arkansas,47172,South,PRD-7652,Furniture,Chairs,Ergonomic Chair,4712.03,8,0.15,1427.74,5,2,5,Regular
929,CA-2017-173619,2014-05-22,2014-05-31,Second Class,CG-38157,David Brown,Consumer,United States,Houston,Florida,64357,South,PRD-9146,Office Supplies,Labels,Labels Item,3701.16,1,0.27,1235.38,1,2,4,At Risk
930,CA-2014-134311,2016-04-17,2016-04-25,Standard Class,CG-51275,Amy Martinez,Consumer,United States,Baltimore,Connecticut,14282,East,PRD-4312,Technology,Computers,HP Desktop,3423.21,6,0.18,212.53,3,3,4,Loyal
931,CA-2016-192279,2017-10-10,2017-10-11,First Class,CG-12844,Tom Anderson,Corporate,United States,Detroit,Illinois,59074,Central,PRD-6744,Office Supplies,Storage,Storage Item,3940.74,3,0.19,-436.05,5,1,4,Regular
932,CA-2017-128124,2016-10-19,2016-10-21,Same Day,CG-46170,Sarah Williams,Corporate,United States,Miami,Florida,84997,South,PRD-6922,Office Supplies,Storage,Storage Item,2451.01,7,0.48,29.27,4,2,3,Regular
933,CA-2016-190961,2014-10-13,2014-10-18,Second Class,CG-82569,Chris Wilson,Consumer,United States,Phoenix,California,61296,West,PRD-1260,Furniture,Tables,Training Table,1634.18,4,0.12,-264.01,1,4,2,At Risk
934,CA-2017-126237,2017-07-21,2017-07-28,First Class,CG-77013,Chris Wilson,Consumer,United States,Baltimore,Massachusetts,16760,East,PRD-6087,Furniture,Tables,Computer Table,4183.98,6,0.17,-232.93,5,4,5,Champion
935,CA-2014-117790,2015-09-13,2015-09-16,Same Day,CG-82918,Amy Martinez,Consumer,United States,Denver,California,32769,West,PRD-9818,Technology,Machines,Machines Item,1872.88,2,0.05,-219.25,2,4,2,At Risk
936,CA-2014-159250,2015-05-11,2015-05-18,Second Class,CG-84798,David Brown,Consumer,United States,Phoenix,Colorado,30767,West,PRD-2244,Furniture,Furnishings,Furnishings Item,4685.27,1,0.01,1462.97,2,5,5,At Risk
937,CA-2015-193502,2015-06-02,2015-06-06,First Class,CG-84922,Mike Johnson,Home Office,United States,Los Angeles,California,26558,West,PRD-7629,Furniture,Chairs,Executive Chair,2620.37,1,0.25,-494.23,2,5,3,At Risk
938,CA-2017-111506,2017-09-10,2017-09-21,Second Class,CG-30278,Tom Anderson,Home Office,United States,Kansas City,Michigan,92223,Central,PRD-6573,Office Supplies,Paper,Specialty Paper,4098.61,5,0.15,-678.12,5,1,5,Regular
939,CA-2016-187535,2014-11-12,2014-11-25,Same Day,CG-22358,Chris Wilson,Home Office,United States,Miami,Kentucky,52258,South,PRD-7500,Technology,Machines,Machines Item,1103.17,7,0.31,-44.57,1,1,2,At Risk
940,CA-2016-193000,2016-05-16,2016-05-25,Standard Class,CG-14946,John Smith,Consumer,United States,Boston,Connecticut,13360,East,PRD-2697,Furniture,Furnishings,Furnishings Item,1762.16,3,0.49,86.14,3,1,2,Regular
941,CA-2014-172089,2016-02-12,2016-02-16,Same Day,CG-70341,David Brown,Corporate,United States,Phoenix,Arizona,30060,West,PRD-2346,Technology,Machines,Machines Item,2045.91,8,0.1,-286.22,3,4,3,Loyal
942,CA-2016-139315,2014-06-01,2014-06-12,First Class,CG-56616,Amy Martinez,Consumer,United States,Milwaukee,Michigan,20324,Central,PRD-1668,Office Supplies,Paper,Cardstock,3760.31,8,0.09,1425.34,1,3,4,At Risk
943,CA-2015-193298,2016-07-08,2016-07-21,Standard Class,CG-30461,Chris Wilson,Corporate,United States,San Francisco,Arizona,69468,West,PRD-5485,Furniture,Tables,Computer Table,541.07,7,0.1,95.28,4,2,1,Regular
944,CA-2015-147381,2017-05-09,2017-05-18,Second Class,CG-28141,Lisa Davis,Consumer,United States,Miami,Arkansas,95527,South,PRD-4677,Furniture,Furnishings,Furnishings Item,3205.94,6,0.09,-593.23,5,1,4,Regular
945,CA-2015-115907,2016-09-08,2016-09-21,Second Class,CG-44732,Tom Anderson,Consumer,United States,New York,Maine,80178,East,PRD-4700,Technology,Computers,Dell Laptop,2273.73,8,0.39,-362.24,4,2,3,Regular
946,CA-2015-118202,2017-04-07,2017-04-08,Second Class,CG-58114,John Smith,Corporate,United States,Philadelphia,Maryland,96410,East,PRD-1203,Office Supplies,Paper,Copy Paper,4173.4,3,0.41,-543.01,5,3,5,Loyal
947,CA-2015-164752,2016-03-31,2016-04-07,Same Day,CG-86304,Jane Doe,Home Office,United States,Chicago,Iowa,28844,Central,PRD-8917,Office Supplies,Paper,Copy Paper,4477.22,6,0.15,305.16,3,5,5,Loyal
948,CA-2014-147303,2016-12-30,2017-01-12,Second Class,CG-42749,Tom Anderson,Consumer,United States,Chicago,Michigan,24540,Central,PRD-4149,Office Supplies,Storage,Storage Item,949.77,7,0.07,86.8,4,2,2,Regular
949,CA-2016-161263,2016-11-03,2016-11-15,Second Class,CG-40539,Lisa Davis,Consumer,United States,Los Angeles,Oregon,24034,West,PRD-7547,Office Supplies,Paper,Specialty Paper,12.97,6,0.48,1.04,4,2,1,Regular
950,CA-2015-180209,2017-11-17,2017-11-23,Second Class,CG-43586,Chris Wilson,Consumer,United States,Philadelphia,Maine,33675,East,PRD-5284,Technology,Accessories,Accessories Item,3970.03,10,0.2,1382.99,5,2,4,Regular
951,CA-2014-108617,2016-05-06,2016-05-14,Same Day,CG-49361,Kate Taylor,Home Office,United States,Kansas City,Illinois,57369,Central,PRD-5318,Technology,Machines,Machines Item,2527.51,3,0.28,-448.86,3,3,3,Loyal
952,CA-2016-152187,2017-01-18,2017-01-27,First Class,CG-22046,David Brown,Consumer,United States,Boston,Maryland,74361,East,PRD-6972,Office Supplies,Pens,Pens Item,547.93,1,0.47,136.66,4,1,1,Regular
953,CA-2017-168903,2014-03-17,2014-03-30,Standard Class,CG-84774,Lisa Davis,Home Office,United States,Chicago,Kansas,73768,Central,PRD-9853,Furniture,Bookcases,Bookcases Item,730.33,3,0.2,-30.95,1,5,1,At Risk
954,CA-2017-153665,2016-01-07,2016-01-15,Second Class,CG-62402,David Brown,Consumer,United States,Kansas City,Indiana,59185,Central,PRD-3203,Office Supplies,Binders,Sheet Protectors,370.31,5,0.35,-21.64,3,3,1,Loyal
955,CA-2014-116426,2017-12-07,2017-12-13,Same Day,CG-84588,David Brown,Consumer,United States,Miami,Georgia,33567,South,PRD-3109,Office Supplies,Paper,Specialty Paper,4751.05,7,0.5,1239.85,5,5,5,Champion
956,CA-2016-184192,2017-01-04,2017-01-14,Second Class,CG-38499,Jane Doe,Home Office,United States,Miami,Alabama,96463,South,PRD-9771,Furniture,Furnishings,Furnishings Item,1216.75,2,0.24,159.66,4,2,2,Regular
957,CA-2014-158979,2017-05-01,2017-05-10,Standard Class,CG-20118,David Brown,Corporate,United States,Indianapolis,Illinois,55453,Central,PRD-4732,Office Supplies,Binders,Sheet Protectors,2036.54,8,0.2,595.34,5,1,3,Regular
958,CA-2017-189143,2017-07-30,2017-08-05,First Class,CG-52558,Kate Taylor,Consumer,United States,Phoenix,Oregon,81628,West,PRD-4669,Technology,Machines,Machines Item,4127.91,6,0.06,568.63,5,3,5,Loyal
959,CA-2016-116821,2014-06-24,2014-07-01,First Class,CG-73246,Chris Wilson,Consumer,United States,Milwaukee,Indiana,43357,Central,PRD-1871,Office Supplies,Pens,Pens Item,2714.41,3,0.38,597.06,1,4,3,At Risk
960,CA-2015-116912,2014-08-12,2014-08-17,Second Class,CG-32662,Amy Martinez,Consumer,United States,Milwaukee,Indiana,13873,Central,PRD-8174,Office Supplies,Labels,Labels Item,491.97,1,0.49,110.45,1,2,1,At Risk
961,CA-2017-165911,2015-05-24,2015-05-27,Standard Class,CG-73999,Sarah Williams,Home Office,United States,Milwaukee,Michigan,29968,Central,PRD-8146,Office Supplies,Labels,Labels Item,4074.33,3,0.02,887.65,2,4,4,At Risk
962,CA-2014-116274,2017-09-08,2017-09-09,Second Class,CG-85527,Kate Taylor,Corporate,United States,Boston,Maine,38437,East,PRD-8347,Furniture,Tables,Conference Table,127.29,4,0.22,18.39,5,5,1,Loyal
963,CA-2015-139862,2017-09-23,2017-09-29,First Class,CG-22499,Sarah Williams,Home Office,United States,Detroit,Iowa,38804,Central,PRD-8809,Technology,Phones,Samsung Galaxy,165.18,9,0.37,-1.81,5,1,1,Regular
964,CA-2015-121229,2015-12-29,2016-01-08,Same Day,CG-88018,Tom Anderson,Corporate,United States,Indianapolis,Indiana,45870,Central,PRD-6806,Technology,Computers,Dell Laptop,614.17,10,0.15,123.22,3,5,1,Loyal
965,CA-2016-192973,2014-12-07,2014-12-11,Same Day,CG-94181,Lisa Davis,Corporate,United States,Los Angeles,California,55685,West,PRD-5128,Furniture,Bookcases,Bookcases Item,936.71,8,0.47,210.42,2,5,1,At Risk
966,CA-2015-145353,2017-08-18,2017-08-19,Same Day,CG-49373,Mike Johnson,Consumer,United States,Dallas,Georgia,67155,South,PRD-9041,Technology,Phones,Google Pixel,3882.58,5,0.36,-38.83,5,3,4,Loyal
967,CA-2016-110336,2017-06-08,2017-06-21,Standard Class,CG-14898,Lisa Davis,Home Office,United States,Seattle,California,32670,West,PRD-4525,Office Supplies,Paper,Cardstock,365.97,4,0.26,-35.4,5,1,1,Regular
968,CA-2016-125729,2014-04-01,2014-04-14,Standard Class,CG-85534,Tom Anderson,Home Office,United States,Baltimore,Maine,23486,East,PRD-6076,Technology,Accessories,Accessories Item,1274.64,3,0.11,-59.51,1,5,2,At Risk
969,CA-2016-116406,2017-02-27,2017-03-04,First Class,CG-60010,John Smith,Home Office,United States,Miami,Arkansas,73941,South,PRD-6415,Technology,Machines,Machines Item,4755.55,7,0.34,786.14,4,3,5,Loyal
970,CA-2016-180534,2017-08-14,2017-08-15,Standard Class,CG-20286,John Smith,Consumer,United States,Denver,Nevada,88162,West,PRD-3363,Furniture,Furnishings,Furnishings Item,2115.37,1,0.3,-374.97,5,1,3,Regular
971,CA-2014-165873,2017-10-19,2017-11-01,First Class,CG-17329,Jane Doe,Home Office,United States,Nashville,Florida,24097,South,PRD-1111,Technology,Machines,Machines Item,1794.0,1,0.18,275.89,5,1,2,Regular
972,CA-2015-177569,2017-08-17,2017-08-25,First Class,CG-53829,John Smith,Home Office,United States,San Francisco,Nevada,84336,West,PRD-6871,Technology,Phones,Google Pixel,2020.97,6,0.12,379.84,5,3,3,Loyal
973,CA-2015-122439,2016-03-29,2016-04-07,Second Class,CG-55603,Chris Wilson,Consumer,United States,Atlanta,Florida,68904,South,PRD-2042,Technology,Phones,iPhone,3492.11,6,0.48,554.41,3,3,4,Loyal
